model_id,label,device_type,text,response,tool_call,entity_diff
"gpt-4o","Good","media-player","Mute the music","The music has been muted.","{'tool_name': 'HassSetVolume', 'tool_args': {'name': 'Outdoor Speakers', 'volume_level': 0}}","{}"
"gpt-4o","Good","vacuum","Start Roborock Downstairs","Roborock Downstairs has started.","{'tool_name': 'HassVacuumStart', 'tool_args': {'name': 'Roborock Downstairs'}}","{}"
"gpt-4o","Good","vacuum","Start Roborock Downstairs vacuum","Roborock Downstairs has started.","{'tool_name': 'HassVacuumStart', 'tool_args': {'name': 'Roborock Downstairs'}}","{}"
"gpt-4o","Good","vacuum","Start Roborock","Roborock Downstairs has started.","{'tool_name': 'HassVacuumStart', 'tool_args': {'name': 'Roborock Downstairs'}}","{}"
"gpt-4o","Good","vacuum","Start the vacuum","The Roborock Downstairs vacuum has started.","{'tool_name': 'HassVacuumStart', 'tool_args': {'name': 'Roborock Downstairs'}}","{}"
"gpt-4o","Good","vacuum","Start vacuuming","The vacuum has been started.","{'tool_name': 'HassVacuumStart', 'tool_args': {'name': 'Roborock Downstairs'}}","{}"
"gpt-4o","Good","vacuum","Vacuum downstairs","The Roborock Downstairs has started vacuuming.","{'tool_name': 'HassVacuumStart', 'tool_args': {'name': 'Roborock Downstairs'}}","{}"
"gpt-4o","Good","vacuum","Clean the living room","The vacuum is now cleaning the Living Room.","{'tool_name': 'HassVacuumStart', 'tool_args': {'area': 'Living Room'}}","{}"
"gpt-4o","Good","vacuum","Return Roborock Downstairs to base","Roborock Downstairs is returning to base.","{'tool_name': 'HassVacuumReturnToBase', 'tool_args': {'name': 'Roborock Downstairs'}}","{}"
"gpt-4o","Good","vacuum","Roborock Downstairs return to base","Roborock Downstairs is returning to its base.","{'tool_name': 'HassVacuumReturnToBase', 'tool_args': {'name': 'Roborock Downstairs'}}","{}"
"gpt-4o","Good","vacuum","Roborock return to base","Roborock is returning to its base.","{'tool_name': 'HassVacuumReturnToBase', 'tool_args': {'name': 'Roborock Downstairs'}}","{}"
"gpt-4o","Good","vacuum","Vacuum return to base","Roborock Downstairs is returning to its base.","{'tool_name': 'HassVacuumReturnToBase', 'tool_args': {'name': 'Roborock Downstairs'}}","{}"
"gpt-4o","Good","vacuum","Stop Roborock Downstairs","Roborock Downstairs is returning to its base.","{'tool_name': 'HassVacuumReturnToBase', 'tool_args': {'name': 'Roborock Downstairs'}}","{}"
"gpt-4o","Good","vacuum","Stop the vacuum","The vacuum is returning to its base.","{'tool_name': 'HassVacuumReturnToBase', 'tool_args': {'name': 'Roborock Downstairs'}}","{}"
"gpt-4o","Good","vacuum","Stop vacuuming","The vacuum is returning to its base.","{'tool_name': 'HassVacuumReturnToBase', 'tool_args': {'name': 'Roborock Downstairs'}}","{}"
"gpt-4o","Good","vacuum","Stop the downstairs vacuum","The downstairs vacuum is returning to its base.","{'tool_name': 'HassVacuumReturnToBase', 'tool_args': {'name': 'Roborock Downstairs'}}","{}"
"gpt-4o","Good","smartlock","Lock smart lock","The smart lock is now locked.","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Smart Lock', 'domain': 'lock'}}","{}"
"gpt-4o","Good","smartlock","Lock the front door lock","The front door lock is now locked.","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Smart Lock', 'domain': 'lock'}}","{}"
"gpt-4o","Good","smartlock","Lock the entry lock","The entry lock is now locked.","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Smart Lock', 'domain': 'lock'}}","{}"
"gpt-4o","Good","smartlock","Lock the smart lock","The smart lock is now locked.","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Smart Lock', 'domain': 'lock'}}","{}"
"gpt-4o","Good","smartlock","Lock all the locks","All the locks are now locked.","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': 'lock'}}","{}"
"gpt-4o","Good","smartlock","Unlock smart lock","The smart lock has been unlocked.","{'tool_name': 'HassTurnOff', 'tool_args': {'name': 'Smart Lock'}}","{}"
"gpt-4o","Bad","smartlock","Unlock the entry lock","There seems to be an issue with unlocking the Smart Lock. Could you please confirm the name or provide additional context?","{'tool_name': 'HassTurnOff', 'tool_args': {'name': 'Smart Lock'}}","{'lock.smart_lock': {'expected': {'state': 'unlocked'}, 'got': {'state': 'locked'}}}"
"gpt-4o","Good","smartlock","Unlock the smart lock","The smart lock has been unlocked.","{'tool_name': 'HassTurnOff', 'tool_args': {'name': 'Smart Lock', 'domain': 'lock'}}","{}"
"gpt-4o","Good","smartlock","Unlock all the doors","The Smart Lock has been unlocked.","{'tool_name': 'HassTurnOff', 'tool_args': {'name': 'Smart Lock', 'domain': 'lock'}}","{}"
"gpt-4o","Good","fan","Turn on the bedroom 1 fan","The Bedroom Fan is now on.","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Bedroom Fan'}}","{}"
"gpt-4o","Good","fan","Turn on the bedroom fan","The Bedroom Fan is now on.","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Bedroom Fan', 'domain': 'fan'}}","{}"
"gpt-4o","Good","fan","Turn on the fan in the bedroom","The Bedroom Fan is now on.","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Bedroom Fan', 'area': 'Bedroom 1'}}","{}"
"gpt-4o","Bad","fan","Turn on the fans","Which area should I turn on the fan in?","None","{'fan.bedroom_fan': {'expected': {'state': 'on', 'percentage': 100}, 'got': {'state': 'off', 'percentage': 0}}}"
"gpt-4o","Good","fan","Turn off the bedroom fan","The bedroom fan is now turned off.","{'tool_name': 'HassTurnOff', 'tool_args': {'name': 'Bedroom Fan', 'domain': 'fan'}}","{}"
"gpt-4o","Bad","fan","Turn off all the fans","Which area’s fans would you like to turn off?","None","{'fan.bedroom_fan': {'expected': {'state': 'off', 'percentage': 0}, 'got': {'state': 'on', 'percentage': 100}}}"
"gpt-4o","Good","light","Please turn on the kitchen light","The Kitchen Light is now on.","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Kitchen Light', 'domain': 'light'}}","{}"
"gpt-4o","Good","light","Kitchen light off","The Kitchen Light is now off.","{'tool_name': 'HassTurnOff', 'tool_args': {'name': 'Kitchen Light'}}","{}"
"gpt-4o","Bad","light","Turn on all lights","Please specify an area where you want to turn on all the lights.","None","{'light.kitchen_light': {'expected': {'state': 'on', 'color_mode': 'brightness', 'brightness': 0}, 'got': {'state': 'off', 'color_mode': None, 'brightness': None}}, 'light.living_room_light': {'expected': {'state': 'on', 'color_mode': 'brightness', 'brightness': 0}, 'got': {'state': 'off', 'color_mode': None, 'brightness': None}}, 'light.dining_room_light': {'expected': {'state': 'on', 'color_mode': 'brightness', 'brightness': 0}, 'got': {'state': 'off', 'color_mode': None, 'brightness': None}}, 'light.bedroom_1_light': {'expected': {'state': 'on', 'color_mode': 'onoff'}, 'got': {'state': 'off', 'color_mode': None}}, 'light.bedroom_2_light': {'expected': {'state': 'on', 'color_mode': 'onoff'}, 'got': {'state': 'off', 'color_mode': None}}, 'light.bedroom_3_light': {'expected': {'state': 'on', 'color_mode': 'onoff'}, 'got': {'state': 'off', 'color_mode': None}}, 'light.bedroom_4_light': {'expected': {'state': 'on', 'color_mode': 'onoff'}, 'got': {'state': 'off', 'color_mode': None}}, 'light.garage_door_opener': {'expected': {'state': 'on', 'color_mode': ['onoff']}, 'got': {'state': 'off', 'color_mode': None}}}"
"gpt-4o","Bad","light","Toggle the kitchen light","The Kitchen Light was toggled.","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Kitchen Light', 'domain': 'light'}}","{'light.kitchen_light': {'expected': {'state': 'on', 'color_mode': 'brightness', 'brightness': 0}, 'got': {'state': 'off', 'color_mode': None, 'brightness': None}}}"
"gpt-4o","Good","todo-list","add apples to my trader joe's list","I added apples to your Trader Joe's list.","{'tool_name': 'HassListAddItem', 'tool_args': {'item': 'apples', 'name': 'Trader Joe'S'}}","{}"
"gpt-4o","Good","todo-list","put apples on the trader joes list","Apples have been added to the Trader Joe's list.","{'tool_name': 'HassListAddItem', 'tool_args': {'item': 'apples', 'name': 'Trader Joe'S'}}","{}"
"gpt-4o","Bad","todo-list","put apples on the list","I have added apples to your Personal Tasks list.","{'tool_name': 'HassListAddItem', 'tool_args': {'item': 'apples', 'name': 'Personal Tasks'}}","{'todo.personal_tasks': {'expected': {'state': '0'}, 'got': {'state': '1'}}, 'todo.trader_joe_s': {'expected': {'state': '1'}, 'got': {'state': '0'}}}"
"gpt-4o","Good","todo-list","put apples on the shopping list","Apples have been added to the Trader Joe's shopping list.","{'tool_name': 'HassListAddItem', 'tool_args': {'item': 'apples', 'name': 'Trader Joe'S'}}","{}"
"gpt-4o","Good","todo-list","Put history homework on personal tasks list","I added 'history homework' to your personal tasks list.","{'tool_name': 'HassListAddItem', 'tool_args': {'item': 'history homework', 'name': 'Personal Tasks'}}","{}"
"gpt-4o","Good","todo-list","Put clean the kitchen on personal tasks list","I've added 'clean the kitchen' to your Personal Tasks list.","{'tool_name': 'HassListAddItem', 'tool_args': {'item': 'clean the kitchen', 'name': 'Personal Tasks'}}","{}"
"gpt-4o","Good","todo-list","Add history homework to my personal tasks","History homework has been added to your personal tasks.","{'tool_name': 'HassListAddItem', 'tool_args': {'item': 'history homework', 'name': 'Personal Tasks'}}","{}"
"gpt-4o","Good","todo-list","Add history homework to my tasks","I've added 'history homework' to your Personal Tasks list.","{'tool_name': 'HassListAddItem', 'tool_args': {'item': 'history homework', 'name': 'Personal Tasks'}}","{}"
"gpt-4o","Good","todo-list","Put history homework on my task list","History homework has been added to your task list.","{'tool_name': 'HassListAddItem', 'tool_args': {'item': 'history homework', 'name': 'Personal Tasks'}}","{}"
"gpt-4o","Good","todo-list","Add clean the kitchen to my todo list","I've added 'clean the kitchen' to your Personal Tasks.","{'tool_name': 'HassListAddItem', 'tool_args': {'item': 'clean the kitchen', 'name': 'Personal Tasks'}}","{}"
"gpt-4o","Bad","cover-garage","Close the garage door","It looks like there is a conflict due to having multiple devices named 'Garage Door Opener'. Can you please provide the area for the garage door?","{'tool_name': 'HassTurnOff', 'tool_args': {'name': 'Garage Door Opener'}}","{'cover.garage_door_opener': {'expected': {'state': 'closing'}, 'got': {'state': 'open'}}}"
"gpt-4o","Bad","cover-garage","Close the garage door","I found multiple devices named 'Garage Door Opener'. Could you specify if you mean the light or the cover?","{'tool_name': 'HassTurnOff', 'tool_args': {'name': 'Garage Door Opener'}}","{'cover.garage_door_opener': {'expected': {'state': 'closing'}, 'got': {'state': 'open'}}}"
"gpt-4o","Bad","cover-garage","Please open the garage door","There seems to be a conflict with the entity name 'Garage Door Opener.' Please specify if you want to open the cover or turn on the light in the garage.","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Garage Door Opener'}}","{'cover.garage_door_opener': {'expected': {'state': 'opening'}, 'got': {'state': 'closed'}}}"
"gpt-4o","Good","cover-garage","Open the garage door","The garage door is opening.","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Garage Door Opener', 'domain': 'cover'}}","{}"
"gpt-4o","Bad","cover-curtain","Open the smart curtain","The smart curtain is now open.","{'tool_name': 'HassSetPosition', 'tool_args': {'name': 'Smart Curtain', 'position': 100}}","{'cover.smart_curtain': {'expected': {'current_position': 0}, 'got': {'current_position': 10}}}"
"gpt-4o","Good","cover-curtain","Open the living room smart curtain","The living room smart curtain is now open.","{'tool_name': 'HassSetPosition', 'tool_args': {'name': 'Smart Curtain', 'area': 'Living Room', 'position': 100}}","{}"
"gpt-4o","Bad","cover-curtain","Open the living room curtains","The living room curtains are now open.","{'tool_name': 'HassSetPosition', 'tool_args': {'name': 'Smart Curtain', 'position': 100}}","{'cover.smart_curtain': {'expected': {'current_position': 0}, 'got': {'current_position': 10}}}"
"gpt-4o","Good","cover-curtain","Close the smart cutains","The Smart Curtain is now closed.","{'tool_name': 'HassTurnOff', 'tool_args': {'name': 'Smart Curtain', 'domain': 'cover'}}","{}"
"gpt-4o","Good","cover-curtain","Close the living room curtain","The living room curtain is now closed.","{'tool_name': 'HassSetPosition', 'tool_args': {'name': 'Smart Curtain', 'position': 0}}","{}"
"gpt-4o","Good","cover-curtain","Close the curtains","The curtains are now closed.","{'tool_name': 'HassSetPosition', 'tool_args': {'name': 'Smart Curtain', 'domain': 'cover', 'position': 0}}","{}"
"gpt-4o","Good","cover-curtain","Set the smart curtain to 50%","The smart curtain is now set to 50%.","{'tool_name': 'HassSetPosition', 'tool_args': {'name': 'Smart Curtain', 'position': 50}}","{}"
"gpt-4o","Good","cover-curtain","Set the living room curtains to 50%","The living room curtains have been set to 50%.","{'tool_name': 'HassSetPosition', 'tool_args': {'name': 'Smart Curtain', 'position': 50}}","{}"
