model_id,label,device_type,text,response,tool_call,entity_diff
"gpt-4o","Bad","media-player","Turn the volume down to 50%","Which device or area would you like to adjust the volume for?","None","{'media_player.outdoor_speakers': {'expected': {'volume_level': 0.5}, 'got': {'volume_level': 1.0}}}"
"gpt-4o","Good","media-player","Mute the outdoor speakers","The outdoor speakers have been muted.","{'tool_name': 'HassSetVolume', 'tool_args': '{'name': 'Outdoor Speakers', 'volume_level': 0}'}","{}"
"gpt-4o","Good","media-player","Mute the music","The music has been muted.","{'tool_name': 'HassSetVolume', 'tool_args': '{'name': 'Outdoor Speakers', 'volume_level': 0}'}","{}"
gpt-4o/home1-us-vacuum.yaml
"gpt-4o","Good","vacuum","Start Roborock Downstairs","Roborock Downstairs has started.","{'tool_name': 'HassVacuumStart', 'tool_args': '{'name': 'Roborock Downstairs'}'}","{}"
"gpt-4o","Good","vacuum","Start Roborock Downstairs vacuum","Roborock Downstairs vacuum has been started.","{'tool_name': 'HassVacuumStart', 'tool_args': '{'name': 'Roborock Downstairs'}'}","{}"
"gpt-4o","Good","vacuum","Start Roborock","Roborock Downstairs has started.","{'tool_name': 'HassVacuumStart', 'tool_args': '{'name': 'Roborock Downstairs'}'}","{}"
"gpt-4o","Good","vacuum","Start the vacuum","The vacuum has been started.","{'tool_name': 'HassVacuumStart', 'tool_args': '{'name': 'Roborock Downstairs'}'}","{}"
"gpt-4o","Good","vacuum","Start vacuuming","The Roborock Downstairs has started vacuuming.","{'tool_name': 'HassVacuumStart', 'tool_args': '{'name': 'Roborock Downstairs'}'}","{}"
"gpt-4o","Good","vacuum","Vacuum downstairs","Roborock Downstairs has started vacuuming.","{'tool_name': 'HassVacuumStart', 'tool_args': '{'name': 'Roborock Downstairs'}'}","{}"
"gpt-4o","Good","vacuum","Clean the living room","The vacuum in the Living Room has started cleaning.","{'tool_name': 'HassVacuumStart', 'tool_args': '{'area': 'Living Room'}'}","{}"
"gpt-4o","Good","vacuum","Return Roborock Downstairs to base","Roborock Downstairs is returning to its base.","{'tool_name': 'HassVacuumReturnToBase', 'tool_args': '{'name': 'Roborock Downstairs'}'}","{}"
"gpt-4o","Good","vacuum","Roborock Downstairs return to base","Roborock Downstairs is returning to its base.","{'tool_name': 'HassVacuumReturnToBase', 'tool_args': '{'name': 'Roborock Downstairs'}'}","{}"
"gpt-4o","Good","vacuum","Roborock return to base","Roborock Downstairs is returning to its base.","{'tool_name': 'HassVacuumReturnToBase', 'tool_args': '{'name': 'Roborock Downstairs'}'}","{}"
"gpt-4o","Good","vacuum","Vacuum return to base","The Roborock Downstairs vacuum is returning to its base.","{'tool_name': 'HassVacuumReturnToBase', 'tool_args': '{'name': 'Roborock Downstairs'}'}","{}"
"gpt-4o","Good","vacuum","Stop Roborock Downstairs","Roborock Downstairs is returning to its base.","{'tool_name': 'HassVacuumReturnToBase', 'tool_args': '{'name': 'Roborock Downstairs'}'}","{}"
"gpt-4o","Good","vacuum","Stop the vacuum","The Roborock Downstairs is returning to its base.","{'tool_name': 'HassVacuumReturnToBase', 'tool_args': '{'name': 'Roborock Downstairs'}'}","{}"
"gpt-4o","Good","vacuum","Stop vacuuming","The Roborock Downstairs is returning to its base.","{'tool_name': 'HassVacuumReturnToBase', 'tool_args': '{'name': 'Roborock Downstairs'}'}","{}"
"gpt-4o","Good","vacuum","Stop the downstairs vacuum","The downstairs vacuum is returning to base.","{'tool_name': 'HassVacuumReturnToBase', 'tool_args': '{'name': 'Roborock Downstairs'}'}","{}"
gpt-4o/home1-us-smartlock.yaml
"gpt-4o","Bad","smartlock","Lock smart lock","I couldn't find the smart lock. Please try again using a different name or specify the area it is located in.","{'tool_name': 'HassTurnOn', 'tool_args': '{'name': 'smart_lock', 'domain': 'lock'}'}","{'lock.smart_lock': {'expected': {'state': 'locked'}, 'got': {'state': 'unlocked'}}}"
"gpt-4o","Good","smartlock","Lock the front door lock","The front door lock is now locked.","{'tool_name': 'HassTurnOn', 'tool_args': '{'name': 'Smart Lock', 'domain': 'lock'}'}","{}"
"gpt-4o","Bad","smartlock","Lock the entry lock","I'm unable to lock the entry smart lock due to a name conflict. Please verify the device names or check the Home Assistant configuration.","{'tool_name': 'HassTurnOn', 'tool_args': '{'name': 'Smart Lock'}'}","{'lock.smart_lock': {'expected': {'state': 'locked'}, 'got': {'state': 'unlocked'}}}"
"gpt-4o","Bad","smartlock","Lock the smart lock","I couldn't find a device named 'smart_lock' to lock. Could you please check and try again?","{'tool_name': 'HassTurnOn', 'tool_args': '{'name': 'smart_lock', 'domain': 'lock'}'}","{'lock.smart_lock': {'expected': {'state': 'locked'}, 'got': {'state': 'unlocked'}}}"
"gpt-4o","Good","smartlock","Lock all the locks","All locks are now locked.","{'tool_name': 'HassTurnOn', 'tool_args': '{'name': 'Smart Lock', 'domain': 'lock'}'}","{}"
"gpt-4o","Bad","smartlock","Unlock smart lock","The smart lock is now unlocked.","{'tool_name': 'HassTurnOn', 'tool_args': '{'name': 'Smart Lock', 'domain': 'lock'}'}","{'lock.smart_lock': {'expected': {'state': 'unlocked'}, 'got': {'state': 'locked'}}}"
"gpt-4o","Bad","smartlock","Unlock the entry lock","The Smart Lock at the entry has been unlocked.","{'tool_name': 'HassTurnOn', 'tool_args': '{'name': 'Smart Lock', 'domain': 'lock'}'}","{'lock.smart_lock': {'expected': {'state': 'unlocked'}, 'got': {'state': 'locked'}}}"
"gpt-4o","Bad","smartlock","Unlock the smart lock","I couldn't unlock the smart lock. It may be due to a setting or configuration issue. Please check the smart lock manually.","{'tool_name': 'HassTurnOn', 'tool_args': '{'name': 'smart_lock', 'domain': 'lock'}'}","{'lock.smart_lock': {'expected': {'state': 'unlocked'}, 'got': {'state': 'locked'}}}"
"gpt-4o","Bad","smartlock","Unlock all the doors","The smart lock has been unlocked.","{'tool_name': 'HassTurnOn', 'tool_args': '{'name': 'Smart Lock', 'domain': 'lock'}'}","{'lock.smart_lock': {'expected': {'state': 'unlocked'}, 'got': {'state': 'locked'}}}"
gpt-4o/home5-cn-fan.yaml
"gpt-4o","Good","fan","Turn on the bedroom 1 fan","The Bedroom Fan is now on.","{'tool_name': 'HassTurnOn', 'tool_args': '{'name': 'Bedroom Fan'}'}","{}"
"gpt-4o","Good","fan","Turn on the bedroom fan","The bedroom fan is now on.","{'tool_name': 'HassTurnOn', 'tool_args': '{'name': 'Bedroom Fan', 'domain': 'fan'}'}","{}"
"gpt-4o","Good","fan","Turn on the fan in the bedroom","The fan in the bedroom is now on.","{'tool_name': 'HassTurnOn', 'tool_args': '{'name': 'Bedroom Fan'}'}","{}"
"gpt-4o","Bad","fan","Turn on the fans","Please specify the area where you would like to turn on the fans.","None","{'fan.bedroom_fan': {'expected': {'percentage': 100, 'state': 'on'}, 'got': {'percentage': 0, 'state': 'off'}}}"
"gpt-4o","Good","fan","Turn off the bedroom fan","The bedroom fan is now off.","{'tool_name': 'HassTurnOff', 'tool_args': '{'name': 'Bedroom Fan'}'}","{}"
"gpt-4o","Bad","fan","Turn off all the fans","Please specify an area where you want to turn off all the fans.","None","{'fan.bedroom_fan': {'expected': {'percentage': 0, 'state': 'off'}, 'got': {'percentage': 100, 'state': 'on'}}}"
gpt-4o/desert-retreat-us-thermostat.yaml
"gpt-4o","Bad","thermostat","Set living room temperature to 73","The Living Room Thermostat is currently set to cool mode, which means I can not set a specific temperature. Please let me know if you would like to change its mode.","None","{'climate.living_room_thermostat': {'expected': {'target_temperature': 73}, 'got': {'target_temperature': None}}}"
"gpt-4o","Bad","thermostat","Set living room thermostat to 73","I can't set a specific temperature for thermostats. You can only turn it on or off.","None","{'climate.living_room_thermostat': {'expected': {'target_temperature': 73}, 'got': {'target_temperature': None}}}"
"gpt-4o","Bad","thermostat","Set living room thermostat to 73 Fahrenheit","I can only read the current temperature on the thermostat but can't change the temperature setting.","None","{'climate.living_room_thermostat': {'expected': {'target_temperature': 73}, 'got': {'target_temperature': None}}}"
"gpt-4o","Bad","thermostat","Set Bedroom 1 Thermostat to 73","The Bedroom 1 Thermostat is currently off. Would you like me to turn it on and set it to 73?","None","{'climate.living_room_thermostat': {'expected': {'target_temperature': 73}, 'got': {'target_temperature': None}}}"
"gpt-4o","Bad","thermostat","Set Bedroom 1 Thermostat to 73 Fahrenheit","I cannot set the temperature directly on the thermostat. You can set the mode or control the thermostat using the available tools. Would you like to adjust the mode or do something else?","None","{'climate.living_room_thermostat': {'expected': {'target_temperature': 73}, 'got': {'target_temperature': None}}}"
"gpt-4o","Bad","thermostat","Set all thermostats to 73","I can't set the thermostats directly to a specific temperature.

Would you like me to turn them on instead?","None","{'climate.living_room_thermostat': {'expected': {'target_temperature': 73}, 'got': {'target_temperature': None}}}"
gpt-4o/dom1-pl-light.yaml
"gpt-4o","Good","light","Please turn on the kitchen light","The kitchen light is now on.","{'tool_name': 'HassTurnOn', 'tool_args': '{'name': 'Kitchen Light'}'}","{}"
"gpt-4o","Good","light","Kitchen light off","The Kitchen Light is now off.","{'tool_name': 'HassTurnOff', 'tool_args': '{'name': 'Kitchen Light', 'domain': 'light'}'}","{}"
"gpt-4o","Bad","light","Turn on all lights","Please specify an area for the lights you want to turn on.","None","{'light.kitchen_light': {'expected': {'brightness': 0, 'state': 'on', 'color_mode': 'brightness'}, 'got': {'brightness': None, 'state': 'off', 'color_mode': None}}, 'light.living_room_light': {'expected': {'brightness': 0, 'state': 'on', 'color_mode': 'brightness'}, 'got': {'brightness': None, 'state': 'off', 'color_mode': None}}, 'light.dining_room_light': {'expected': {'brightness': 0, 'state': 'on', 'color_mode': 'brightness'}, 'got': {'brightness': None, 'state': 'off', 'color_mode': None}}, 'light.bedroom_1_light': {'expected': {'state': 'on', 'color_mode': 'onoff'}, 'got': {'state': 'off', 'color_mode': None}}, 'light.bedroom_2_light': {'expected': {'state': 'on', 'color_mode': 'onoff'}, 'got': {'state': 'off', 'color_mode': None}}, 'light.bedroom_3_light': {'expected': {'state': 'on', 'color_mode': 'onoff'}, 'got': {'state': 'off', 'color_mode': None}}, 'light.bedroom_4_light': {'expected': {'state': 'on', 'color_mode': 'onoff'}, 'got': {'state': 'off', 'color_mode': None}}, 'light.garage_door_opener': {'expected': {'state': 'on', 'color_mode': ['onoff']}, 'got': {'state': 'off', 'color_mode': None}}}"
"gpt-4o","Good","light","Toggle the kitchen light","The Kitchen Light has been toggled.","{'tool_name': 'HassToggle', 'tool_args': '{'name': 'Kitchen Light', 'domain': 'light'}'}","{}"
gpt-4o/dom1-pl-todo-list.yaml
"gpt-4o","Good","todo-list","add apples to my trader joe's list","Apples have been added to your Trader Joe's list.","{'tool_name': 'HassListAddItem', 'tool_args': '{\'item\': \'apples\', \'name\': 'Trader Joe\'S'}'}","{}"
"gpt-4o","Good","todo-list","put apples on the trader joes list","Apples have been added to the Trader Joe's list.","{'tool_name': 'HassListAddItem', 'tool_args': '{\'item\': \'apples\', \'name\': 'Trader Joe\'S'}'}","{}"
"gpt-4o","Bad","todo-list","put apples on the list","Apples have been added to your Personal Tasks list.","{'tool_name': 'HassListAddItem', 'tool_args': '{'item': 'apples', 'name': 'Personal Tasks'}'}","{'todo.personal_tasks': {'expected': {'state': '0'}, 'got': {'state': '1'}}, 'todo.trader_joe_s': {'expected': {'state': '1'}, 'got': {'state': '0'}}}"
"gpt-4o","Good","todo-list","put apples on the shopping list","Apples have been added to the Trader Joe's shopping list.","{'tool_name': 'HassListAddItem', 'tool_args': '{\'item\': \'apples\', \'name\': 'Trader Joe\'S'}'}","{}"
"gpt-4o","Good","todo-list","Put history homework on personal tasks list","History homework has been added to the personal tasks list.","{'tool_name': 'HassListAddItem', 'tool_args': '{'item': 'history homework', 'name': 'Personal Tasks'}'}","{}"
"gpt-4o","Good","todo-list","Put clean the kitchen on personal tasks list","I've added 'clean the kitchen' to the Personal Tasks list.","{'tool_name': 'HassListAddItem', 'tool_args': '{'item': 'clean the kitchen', 'name': 'Personal Tasks'}'}","{}"
"gpt-4o","Good","todo-list","Add history homework to my personal tasks","I've added 'history homework' to your personal tasks.","{'tool_name': 'HassListAddItem', 'tool_args': '{'item': 'history homework', 'name': 'Personal Tasks'}'}","{}"
"gpt-4o","Good","todo-list","Add history homework to my tasks","History homework has been added to your personal tasks.","{'tool_name': 'HassListAddItem', 'tool_args': '{'item': 'history homework', 'name': 'Personal Tasks'}'}","{}"
"gpt-4o","Good","todo-list","Put history homework on my task list","I've added 'history homework' to your Personal Tasks list.","{'tool_name': 'HassListAddItem', 'tool_args': '{'item': 'history homework', 'name': 'Personal Tasks'}'}","{}"
"gpt-4o","Good","todo-list","Add clean the kitchen to my todo list","I've added 'clean the kitchen' to your Personal Tasks list.","{'tool_name': 'HassListAddItem', 'tool_args': '{'item': 'clean the kitchen', 'name': 'Personal Tasks'}'}","{}"
gpt-4o/desert-retreat-us-timer.yaml
"gpt-4o","Bad","timer","Start a 1 hour timer","This device does not support timers.","None","Entity defined in eval task does not exist: timer.timer"
"gpt-4o","Bad","timer","5 minute timer","This device does not support timers. Is there anything else I can help with?","None","Entity defined in eval task does not exist: timer.timer"
"gpt-4o","Bad","timer","Start a 20 minute pizza timer","This device does not support timers. Would you like to do something else?","None","Entity defined in eval task does not exist: timer.timer"
gpt-4o/home1-us-cover-garage.yaml
"gpt-4o","Bad","cover-garage","Close the garage door","There are several devices named 'Garage Door Opener'. Could you specify the area it's located in?","{'tool_name': 'HassCloseCover', 'tool_args': '{'name': 'Garage Door Opener'}'}","{'cover.garage_door_opener': {'expected': {'state': 'closing'}, 'got': {'state': 'closed'}}}"
"gpt-4o","Bad","cover-garage","Close the garage door","The garage door is now closed.","{'tool_name': 'HassCloseCover', 'tool_args': '{'name': 'Garage Door Opener'}'}","{'cover.garage_door_opener': {'expected': {'current_position': 100}, 'got': {'current_position': 80}}}"
"gpt-4o","Bad","cover-garage","Please open the garage door","There was an issue with identifying the garage door opener. Please try again specifying the area.","{'tool_name': 'HassOpenCover', 'tool_args': '{'name': 'Garage Door Opener'}'}","{'cover.garage_door_opener': {'expected': {'state': 'opening'}, 'got': {'state': 'closed'}}}"
"gpt-4o","Bad","cover-garage","Open the garage door","It looks like there is a duplicate name issue with the garage door opener. Please specify whether you want to control the cover or the light in the garage.","{'tool_name': 'HassOpenCover', 'tool_args': '{'name': 'Garage Door Opener'}'}","{'cover.garage_door_opener': {'expected': {'state': 'opening'}, 'got': {'state': 'closed'}}}"
gpt-4o/home7-dk-cover-curtain.yaml
"gpt-4o","Bad","cover-curtain","Open the smart curtain","Opened Smart Curtain.","{'tool_name': 'HassOpenCover', 'tool_args': '{'name': 'Smart Curtain'}'}","{'cover.smart_curtain': {'expected': {'current_position': 0}, 'got': {'current_position': 20}}}"
"gpt-4o","Bad","cover-curtain","Open the living room smart curtain","Opened Smart Curtain.","{'tool_name': 'HassOpenCover', 'tool_args': '{'name': 'Smart Curtain'}'}","{'cover.smart_curtain': {'expected': {'current_position': 0}, 'got': {'current_position': 20}}}"
"gpt-4o","Bad","cover-curtain","Open the living room curtains","Opened Smart Curtain.","{'tool_name': 'HassOpenCover', 'tool_args': '{'name': 'Smart Curtain'}'}","{'cover.smart_curtain': {'expected': {'current_position': 0}, 'got': {'current_position': 20}}}"
"gpt-4o","Bad","cover-curtain","Close the smart cutains","Closed Smart Curtain.","{'tool_name': 'HassCloseCover', 'tool_args': '{'name': 'Smart Curtain'}'}","{'cover.smart_curtain': {'expected': {'current_position': 100}, 'got': {'current_position': 90}}}"
"gpt-4o","Bad","cover-curtain","Close the living room curtain","The living room curtain is now closed.","{'tool_name': 'HassCloseCover', 'tool_args': '{'name': 'Smart Curtain'}'}","{'cover.smart_curtain': {'expected': {'current_position': 100}, 'got': {'current_position': 90}}}"
"gpt-4o","Bad","cover-curtain","Close the curtains","Closed Smart Curtain.","{'tool_name': 'HassCloseCover', 'tool_args': '{'name': 'Smart Curtain'}'}","{'cover.smart_curtain': {'expected': {'current_position': 100}, 'got': {'current_position': 80}}}"
"gpt-4o","Bad","cover-curtain","Set the smart curtain to 50%","I've set the Smart Curtain to 50%.","{'tool_name': 'HassSetPosition', 'tool_args': '{'name': 'Smart Curtain', 'position': 50}'}","{'cover.smart_curtain': {'expected': {'current_position': 0}, 'got': {'current_position': 10}}}"
"gpt-4o","Bad","cover-curtain","Set the living room curtains to 50%","I've set the living room curtains to 50%.","{'tool_name': 'HassSetPosition', 'tool_args': '{'name': 'Smart Curtain', 'domain': 'cover', 'position': 50}'}","{'cover.smart_curtain': {'expected': {'current_position': 0}, 'got': {'current_position': 30}}}"
assistant/home2-ru-water-valve.yaml
"assistant","Bad","water-valve","open the front yard valve","Sorry, I am not aware of any device called front yard valve","None","{'valve.irrigation_valve': {'expected': {'current_position': 100, 'state': 'open'}, 'got': {'current_position': 0, 'state': 'closed'}}}"
"assistant","Good","water-valve","open the irrigation valve","Opened","None","{}"
"assistant","Bad","water-valve","turn on the water in the front yard","Sorry, I am not aware of any device called water in the front yard area","None","{'valve.irrigation_valve': {'expected': {'current_position': 100, 'state': 'open'}, 'got': {'current_position': 0, 'state': 'closed'}}}"
"assistant","Bad","water-valve","water the front yard","Sorry, I couldn't understand that","None","{'valve.irrigation_valve': {'expected': {'current_position': 100, 'state': 'open'}, 'got': {'current_position': 0, 'state': 'closed'}}}"
"assistant","Bad","water-valve","water the garden","Sorry, I couldn't understand that","None","{'valve.irrigation_valve': {'expected': {'current_position': 100, 'state': 'open'}, 'got': {'current_position': 0, 'state': 'closed'}}}"
"assistant","Bad","water-valve","close the front yard valve","Sorry, I am not aware of any device called front yard valve","None","{'valve.irrigation_valve': {'expected': {'current_position': 0, 'state': 'closed'}, 'got': {'current_position': 100, 'state': 'open'}}}"
"assistant","Good","water-valve","close the irrigation valve","Closed","None","{}"
"assistant","Bad","water-valve","turn off the water in the front yard","Sorry, I am not aware of any device called water in the front yard area","None","{'valve.irrigation_valve': {'expected': {'current_position': 0, 'state': 'closed'}, 'got': {'current_position': 100, 'state': 'open'}}}"
"assistant","Good","water-valve","set the irrigation valve to 50%","Position set","None","{}"
assistant/home7-dk-media-player.yaml
"assistant","Good","media-player","Pause Outdoor Speakers","Paused","None","{}"
"assistant","Bad","media-player","Pause the music","Sorry, I am not aware of any device called music","None","{'media_player.outdoor_speakers': {'expected': {'state': 'paused'}, 'got': {'state': 'playing'}}}"
"assistant","Bad","media-player","Pause the music outside","Sorry, I am not aware of any device called music outside","None","{'media_player.outdoor_speakers': {'expected': {'state': 'paused'}, 'got': {'state': 'playing'}}}"
"assistant","Bad","media-player","Pause the Rooftop Terrace music","Sorry, I am not aware of any device called rooftop terrace music","None","{'media_player.outdoor_speakers': {'expected': {'state': 'paused'}, 'got': {'state': 'playing'}}}"
"assistant","Bad","media-player","Stop the Outdoor Speakers","Sorry, I couldn't understand that","None","{'media_player.outdoor_speakers': {'expected': {'state': 'paused'}, 'got': {'state': 'playing'}}}"
"assistant","Bad","media-player","Stop the music","Sorry, I couldn't understand that","None","{'media_player.outdoor_speakers': {'expected': {'state': 'paused'}, 'got': {'state': 'playing'}}}"
"assistant","Good","media-player","Resume Outdoor Speakers","Unpaused","None","{}"
"assistant","Bad","media-player","Resume playing the music","Sorry, I am not aware of any device called playing the music","None","{'media_player.outdoor_speakers': {'expected': {'state': 'playing'}, 'got': {'state': 'paused'}}}"
"assistant","Good","media-player","Unpause the Outdoor Speakers","Unpaused","None","{}"
"assistant","Bad","media-player","Unpause the Rooftop Terrace music","Sorry, I am not aware of any device called rooftop terrace music","None","{'media_player.outdoor_speakers': {'expected': {'state': 'playing'}, 'got': {'state': 'paused'}}}"
"assistant","Good","media-player","Skip song on outdoor speakers","Playing next","None","{}"
"assistant","Good","media-player","Skip to the next track on the outdoor speakers","Playing next","None","{}"
"assistant","Bad","media-player","Next song","Sorry, I am not aware of any device called song","None","{'media_player.outdoor_speakers': {'expected': {'media_track': 1}, 'got': {'media_track': 0}}}"
"assistant","Bad","media-player","Skip to the next track","Sorry, I am not aware of any device called track","None","{'media_player.outdoor_speakers': {'expected': {'media_track': 1}, 'got': {'media_track': 0}}}"
"assistant","Good","media-player","Set outdoor speakers volume to 50%","Volume set","None","{}"
"assistant","Bad","media-player","Turn the volume down to 50%","Sorry, I am not aware of any device called %","None","{'media_player.outdoor_speakers': {'expected': {'volume_level': 0.5}, 'got': {'volume_level': 1.0}}}"
"assistant","Bad","media-player","Mute the outdoor speakers","Sorry, I couldn't understand that","None","{'media_player.outdoor_speakers': {'expected': {'volume_level': 0.0}, 'got': {'volume_level': 1.0}}}"
"assistant","Bad","media-player","Mute the music","Sorry, I couldn't understand that","None","{'media_player.outdoor_speakers': {'expected': {'volume_level': 0.0}, 'got': {'volume_level': 1.0}}}"
assistant/home1-us-vacuum.yaml
"assistant","Good","vacuum","Start Roborock Downstairs","Started","None","{}"
"assistant","Bad","vacuum","Start Roborock Downstairs vacuum","Sorry, I couldn't understand that","None","{'vacuum.roborock_downstairs': {'expected': {'state': 'cleaning'}, 'got': {'state': 'docked'}}}"
"assistant","Bad","vacuum","Start Roborock","Sorry, I am not aware of any device called roborock","None","{'vacuum.roborock_downstairs': {'expected': {'state': 'cleaning'}, 'got': {'state': 'docked'}}}"
"assistant","Bad","vacuum","Start the vacuum","Sorry, I am not aware of any device called vacuum","None","{'vacuum.roborock_downstairs': {'expected': {'state': 'cleaning'}, 'got': {'state': 'docked'}}}"
"assistant","Bad","vacuum","Start vacuuming","Sorry, I am not aware of any device called vacuuming","None","{'vacuum.roborock_downstairs': {'expected': {'state': 'cleaning'}, 'got': {'state': 'docked'}}}"
"assistant","Bad","vacuum","Vacuum downstairs","Sorry, I couldn't understand that","None","{'vacuum.roborock_downstairs': {'expected': {'state': 'cleaning'}, 'got': {'state': 'docked'}}}"
"assistant","Bad","vacuum","Clean the living room","Sorry, I couldn't understand that","None","{'vacuum.roborock_downstairs': {'expected': {'state': 'cleaning'}, 'got': {'state': 'docked'}}}"
"assistant","Good","vacuum","Return Roborock Downstairs to base","Returning","None","{}"
"assistant","Bad","vacuum","Roborock Downstairs return to base","Sorry, I couldn't understand that","None","{'vacuum.roborock_downstairs': {'expected': {'state': 'returning'}, 'got': {'state': 'cleaning'}}}"
"assistant","Bad","vacuum","Roborock return to base","Sorry, I couldn't understand that","None","{'vacuum.roborock_downstairs': {'expected': {'state': 'returning'}, 'got': {'state': 'cleaning'}}}"
"assistant","Bad","vacuum","Vacuum return to base","Sorry, I couldn't understand that","None","{'vacuum.roborock_downstairs': {'expected': {'state': 'returning'}, 'got': {'state': 'cleaning'}}}"
"assistant","Bad","vacuum","Stop Roborock Downstairs","Sorry, I couldn't understand that","None","{'vacuum.roborock_downstairs': {'expected': {'state': 'returning'}, 'got': {'state': 'cleaning'}}}"
"assistant","Bad","vacuum","Stop the vacuum","Sorry, I couldn't understand that","None","{'vacuum.roborock_downstairs': {'expected': {'state': 'returning'}, 'got': {'state': 'cleaning'}}}"
"assistant","Bad","vacuum","Stop vacuuming","Sorry, I couldn't understand that","None","{'vacuum.roborock_downstairs': {'expected': {'state': 'returning'}, 'got': {'state': 'cleaning'}}}"
"assistant","Bad","vacuum","Stop the downstairs vacuum","Sorry, I couldn't understand that","None","{'vacuum.roborock_downstairs': {'expected': {'state': 'returning'}, 'got': {'state': 'cleaning'}}}"
assistant/home1-us-smartlock.yaml
"assistant","Bad","smartlock","Lock smart lock","Sorry, there are multiple devices called Smart Lock","None","{'lock.smart_lock': {'expected': {'state': 'locked'}, 'got': {'state': 'unlocked'}}}"
"assistant","Bad","smartlock","Lock the front door lock","Sorry, I am not aware of any device called front door lock","None","{'lock.smart_lock': {'expected': {'state': 'locked'}, 'got': {'state': 'unlocked'}}}"
"assistant","Good","smartlock","Lock the entry lock","Locked","None","{}"
"assistant","Bad","smartlock","Lock the smart lock","Sorry, there are multiple devices called Smart Lock","None","{'lock.smart_lock': {'expected': {'state': 'locked'}, 'got': {'state': 'unlocked'}}}"
"assistant","Bad","smartlock","Lock all the locks","Sorry, I am not aware of any area called locks","None","{'lock.smart_lock': {'expected': {'state': 'locked'}, 'got': {'state': 'unlocked'}}}"
"assistant","Bad","smartlock","Unlock smart lock","Sorry, there are multiple devices called Smart Lock","None","{'lock.smart_lock': {'expected': {'state': 'unlocked'}, 'got': {'state': 'locked'}}}"
"assistant","Good","smartlock","Unlock the entry lock","Unlocked","None","{}"
"assistant","Bad","smartlock","Unlock the smart lock","Sorry, there are multiple devices called Smart Lock","None","{'lock.smart_lock': {'expected': {'state': 'unlocked'}, 'got': {'state': 'locked'}}}"
"assistant","Bad","smartlock","Unlock all the doors","Sorry, I am not aware of any area called doors","None","{'lock.smart_lock': {'expected': {'state': 'unlocked'}, 'got': {'state': 'locked'}}}"
assistant/home5-cn-fan.yaml
"assistant","Good","fan","Turn on the bedroom 1 fan","Turned on the fans","None","{}"
"assistant","Good","fan","Turn on the bedroom fan","Turned on the fan","None","{}"
"assistant","Bad","fan","Turn on the fan in the bedroom","Sorry, I am not aware of any area called bedroom","None","{'fan.bedroom_fan': {'expected': {'percentage': 100, 'state': 'on'}, 'got': {'percentage': 0, 'state': 'off'}}}"
"assistant","Bad","fan","Turn on the fans","Sorry, I couldn't understand that","None","{'fan.bedroom_fan': {'expected': {'percentage': 100, 'state': 'on'}, 'got': {'percentage': 0, 'state': 'off'}}}"
"assistant","Good","fan","Turn off the bedroom fan","Turned off the fan","None","{}"
"assistant","Bad","fan","Turn off all the fans","Sorry, I couldn't understand that","None","{'fan.bedroom_fan': {'expected': {'percentage': 0, 'state': 'off'}, 'got': {'percentage': 100, 'state': 'on'}}}"
assistant/desert-retreat-us-thermostat.yaml
"assistant","Bad","thermostat","Set living room temperature to 73","Sorry, I am not aware of any device called living room temperature","None","{'climate.living_room_thermostat': {'expected': {'target_temperature': 73}, 'got': {'target_temperature': None}}}"
"assistant","Bad","thermostat","Set living room thermostat to 73","Sorry, I couldn't understand that","None","{'climate.living_room_thermostat': {'expected': {'target_temperature': 73}, 'got': {'target_temperature': None}}}"
"assistant","Bad","thermostat","Set living room thermostat to 73 Fahrenheit","Sorry, I couldn't understand that","None","{'climate.living_room_thermostat': {'expected': {'target_temperature': 73}, 'got': {'target_temperature': None}}}"
"assistant","Bad","thermostat","Set Bedroom 1 Thermostat to 73","Sorry, I couldn't understand that","None","{'climate.living_room_thermostat': {'expected': {'target_temperature': 73}, 'got': {'target_temperature': None}}}"
"assistant","Bad","thermostat","Set Bedroom 1 Thermostat to 73 Fahrenheit","Sorry, I couldn't understand that","None","{'climate.living_room_thermostat': {'expected': {'target_temperature': 73}, 'got': {'target_temperature': None}}}"
"assistant","Bad","thermostat","Set all thermostats to 73","Sorry, I am not aware of any device called all thermostats","None","{'climate.living_room_thermostat': {'expected': {'target_temperature': 73}, 'got': {'target_temperature': None}}}"
assistant/dom1-pl-light.yaml
"assistant","Good","light","Please turn on the kitchen light","Turned on the light","None","{}"
"assistant","Good","light","Kitchen light off","Turned off the light","None","{}"
"assistant","Good","light","Turn on all lights","Turned on all of the lights","None","{}"
"assistant","Bad","light","Toggle the kitchen light","Sorry, I couldn't understand that","None","{'light.kitchen_light': {'expected': {'color_mode': 'brightness', 'brightness': 0, 'state': 'on'}, 'got': {'color_mode': None, 'brightness': None, 'state': 'off'}}}"
assistant/dom1-pl-todo-list.yaml
"assistant","Good","todo-list","add apples to my trader joe's list","Added apples","None","{}"
"assistant","Bad","todo-list","put apples on the trader joes list","Sorry, I am not aware of any device called trader joes list","None","{'todo.trader_joe_s': {'expected': {'state': '1'}, 'got': {'state': '0'}}}"
"assistant","Bad","todo-list","put apples on the list","Unknown intent HassShoppingListAddItem","None","{'todo.trader_joe_s': {'expected': {'state': '1'}, 'got': {'state': '0'}}}"
