task_id,model_id,label,category,task_prefix,text,response,tool_call,details
"home1_us_vacuum-vacuum_downstairs","gemini-1.5-flash","Good","vacuum","reports/assist/2025.4.0b/gemini","Vacuum downstairs","OK. Starting the downstairs vacuum.","{'tool_name': 'HassVacuumStart', 'tool_args': {'domain': ['vacuum'], 'name': 'Roborock Downstairs'}}","ABC"
"home1_us_vacuum-vacuum_return_to_base","gemini-1.5-flash","Good","vacuum","reports/assist/2025.4.0b/gemini","Vacuum return to base","OK.  The Roborock Downstairs is returning to its base.","{'tool_name': 'HassVacuumReturnToBase', 'tool_args': {'domain': ['vacuum'], 'name': 'Roborock Downstairs'}}","ABC"
"home2_ru_water_valve-close_the_front_yard_valve","gemini-1.5-flash","Good","valve","reports/assist/2025.4.0b/gemini","close the front yard valve","OK. Closed the valve in the front yard.","{'tool_name': 'HassSetPosition', 'tool_args': {'position': 0, 'domain': ['valve'], 'name': 'Irrigation Valve', 'area': 'Front yard'}}","ABC"
"home2_ru_water_valve-close_the_irrigation_valve","gemini-1.5-flash","Good","valve","reports/assist/2025.4.0b/gemini","close the irrigation valve","OK. I've closed the irrigation valve.","{'tool_name': 'HassSetPosition', 'tool_args': {'domain': ['valve'], 'position': 0, 'name': 'Irrigation Valve'}}","ABC"
"home2_ru_water_valve-open_the_front_yard_valve","gemini-1.5-flash","Good","valve","reports/assist/2025.4.0b/gemini","open the front yard valve","OK. I've opened the front yard valve.","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': ['valve'], 'name': 'Irrigation Valve'}}","ABC"
"home2_ru_water_valve-open_the_irrigation_valve","gemini-1.5-flash","Good","valve","reports/assist/2025.4.0b/gemini","open the irrigation valve","OK. I've opened the irrigation valve.","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': ['valve'], 'name': 'Irrigation Valve'}}","ABC"
"home2_ru_water_valve-set_the_irrigation_valve_to_50","gemini-1.5-flash","Good","valve","reports/assist/2025.4.0b/gemini","set the irrigation valve to 50%","OK.  Irrigation valve set to 50%.","{'tool_name': 'HassSetPosition', 'tool_args': {'position': 50, 'domain': ['valve'], 'name': 'Irrigation Valve'}}","ABC"
"home2_ru_water_valve-turn_off_the_water_in_the_front_yard","gemini-1.5-flash","Good","valve","reports/assist/2025.4.0b/gemini","turn off the water in the front yard","OK. I've turned off the water in the front yard.","{'tool_name': 'HassTurnOff', 'tool_args': {'domain': ['valve'], 'name': 'Irrigation Valve'}}","ABC"
"home2_ru_water_valve-turn_on_the_water_in_the_front_yard","gemini-1.5-flash","Good","valve","reports/assist/2025.4.0b/gemini","turn on the water in the front yard","OK. I've turned on the water in the front yard.","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Irrigation Valve', 'domain': ['valve']}}","ABC"
"home2_ru_water_valve-water_the_front_yard","gemini-1.5-flash","Good","valve","reports/assist/2025.4.0b/gemini","water the front yard","OK. I've started watering the front yard.","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Irrigation Valve', 'domain': ['valve']}}","ABC"
"home2_ru_water_valve-water_the_garden","gemini-1.5-flash","Good","valve","reports/assist/2025.4.0b/gemini","water the garden","OK. I've started watering the garden.","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Irrigation Valve', 'domain': ['valve']}}","ABC"
"home5_cn_fan-turn_off_all_the_fans","gemini-1.5-flash","Good","fan","reports/assist/2025.4.0b/gemini","Turn off all the fans","Done.","{'tool_name': 'HassTurnOff', 'tool_args': {'name': 'Bedroom Fan', 'domain': ['fan']}}","ABC"
"home5_cn_fan-turn_off_the_bedroom_fan","gemini-1.5-flash","Good","fan","reports/assist/2025.4.0b/gemini","Turn off the bedroom fan","OK. Turned off the bedroom fan.","{'tool_name': 'HassTurnOff', 'tool_args': {'domain': ['fan'], 'name': 'Bedroom Fan'}}","ABC"
"home5_cn_fan-turn_on_the_bedroom_1_fan","gemini-1.5-flash","Bad","fan","reports/assist/2025.4.0b/gemini","Turn on the bedroom 1 fan","OK. I can't find the Bedroom 1 Fan.","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Bedroom 1 Fan', 'domain': ['fan']}}","AssertionError: assert not {'fan.bedroom_fan': {'expected': {'percentage': 100, 'state': 'on'}, 'got': {'percentage': 0, 'state': 'off'}}}"
"home5_cn_fan-turn_on_the_bedroom_fan","gemini-1.5-flash","Good","fan","reports/assist/2025.4.0b/gemini","Turn on the bedroom fan","OK.  Turned on the Bedroom Fan.","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Bedroom Fan', 'domain': ['fan']}}","ABC"
"home5_cn_fan-turn_on_the_fan_in_the_bedroom","gemini-1.5-flash","Good","fan","reports/assist/2025.4.0b/gemini","Turn on the fan in the bedroom","Ok. I've turned on the bedroom fan.","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Bedroom Fan', 'domain': ['fan']}}","ABC"
"home5_cn_fan-turn_on_the_fans","gemini-1.5-flash","Good","fan","reports/assist/2025.4.0b/gemini","Turn on the fans","OK.","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': ['fan'], 'name': 'Bedroom Fan'}}","ABC"
"home7_dk_cover_curtain-close_the_curtains","gemini-1.5-flash","Good","cover","reports/assist/2025.4.0b/gemini","Close the curtains","OK. Closing the curtains.","{'tool_name': 'HassTurnOff', 'tool_args': {'name': 'Smart Curtain', 'domain': ['cover']}}","ABC"
"home7_dk_cover_curtain-close_the_living_room_curtain","gemini-1.5-flash","Good","cover","reports/assist/2025.4.0b/gemini","Close the living room curtain","OK. Closing the living room curtain.","{'tool_name': 'HassSetPosition', 'tool_args': {'name': 'Smart Curtain', 'position': 0}}","ABC"
"home7_dk_cover_curtain-close_the_smart_cutains","gemini-1.5-flash","Good","cover","reports/assist/2025.4.0b/gemini","Close the smart cutains","OK. I've closed the smart curtains.","{'tool_name': 'HassSetPosition', 'tool_args': {'name': 'Smart Curtain', 'domain': ['cover'], 'position': 0}}","ABC"
"home7_dk_cover_curtain-open_the_living_room_curtains","gemini-1.5-flash","Good","cover","reports/assist/2025.4.0b/gemini","Open the living room curtains","OK. I've opened the living room curtains.","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Smart Curtain', 'domain': ['cover']}}","ABC"
"home7_dk_cover_curtain-open_the_living_room_smart_curtain","gemini-1.5-flash","Good","cover","reports/assist/2025.4.0b/gemini","Open the living room smart curtain","OK. The Smart Curtain in the Living Room is now open.","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Smart Curtain', 'domain': ['cover']}}","ABC"
"home7_dk_cover_curtain-open_the_smart_curtain","gemini-1.5-flash","Good","cover","reports/assist/2025.4.0b/gemini","Open the smart curtain","OK. I've opened the smart curtain.","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Smart Curtain', 'domain': ['cover']}}","ABC"
"home7_dk_cover_curtain-set_the_living_room_curtains_to_50","gemini-1.5-flash","Good","cover","reports/assist/2025.4.0b/gemini","Set the living room curtains to 50%","OK. The living room curtains are now at 50%.","{'tool_name': 'HassSetPosition', 'tool_args': {'name': 'Smart Curtain', 'position': 50}}","ABC"
"home7_dk_cover_curtain-set_the_smart_curtain_to_50","gemini-1.5-flash","Good","cover","reports/assist/2025.4.0b/gemini","Set the smart curtain to 50%","OK. The Smart Curtain is now at 50%.","{'tool_name': 'HassSetPosition', 'tool_args': {'domain': ['cover'], 'position': 50, 'name': 'Smart Curtain'}}","ABC"
"home7_dk_media_player-mute_the_music","gemini-1.5-flash","Bad","media-player","reports/assist/2025.4.0b/gemini","Mute the music","OK. I've muted the music.","{'tool_name': 'HassMediaPause', 'tool_args': {'name': 'Outdoor Speakers', 'domain': ['media_player']}}","AssertionError: assert not {'media_player.outdoor_speakers': {'expected': {'state': 'playing', 'volume_level': 0.0}, 'got': {'state': 'paused', 'volume_level': 0.6}}}"
"home7_dk_media_player-mute_the_outdoor_speakers","gemini-1.5-flash","Good","media-player","reports/assist/2025.4.0b/gemini","Mute the outdoor speakers","OK. The outdoor speakers are muted.","{'tool_name': 'HassSetVolume', 'tool_args': {'name': 'Outdoor Speakers', 'domain': ['media_player'], 'volume_level': 0}}","ABC"
"home7_dk_media_player-next_song","gemini-1.5-flash","Good","media-player","reports/assist/2025.4.0b/gemini","Next song","OK. Playing the next song.","{'tool_name': 'HassMediaNext', 'tool_args': {'name': 'Outdoor Speakers'}}","ABC"
"home7_dk_media_player-pause_outdoor_speakers","gemini-1.5-flash","Good","media-player","reports/assist/2025.4.0b/gemini","Pause Outdoor Speakers","OK. I've paused the Outdoor Speakers.","{'tool_name': 'HassMediaPause', 'tool_args': {'domain': ['media_player'], 'name': 'Outdoor Speakers'}}","ABC"
"home7_dk_media_player-pause_the_music","gemini-1.5-flash","Good","media-player","reports/assist/2025.4.0b/gemini","Pause the music","OK. Paused.","{'tool_name': 'HassMediaPause', 'tool_args': {'name': 'Outdoor Speakers', 'domain': ['media_player']}}","ABC"
"home7_dk_media_player-pause_the_music_outside","gemini-1.5-flash","Good","media-player","reports/assist/2025.4.0b/gemini","Pause the music outside","OK. Paused the music on the Rooftop Terrace.","{'tool_name': 'HassMediaPause', 'tool_args': {'device_class': ['speaker'], 'domain': ['media_player'], 'area': 'Rooftop Terrace'}}","ABC"
"home7_dk_media_player-pause_the_rooftop_terrace_music","gemini-1.5-flash","Good","media-player","reports/assist/2025.4.0b/gemini","Pause the Rooftop Terrace music","OK. Paused the music on the Rooftop Terrace.","{'tool_name': 'HassMediaPause', 'tool_args': {'domain': ['media_player'], 'device_class': ['speaker'], 'area': 'Rooftop Terrace'}}","ABC"
"home7_dk_media_player-resume_outdoor_speakers","gemini-1.5-flash","Good","media-player","reports/assist/2025.4.0b/gemini","Resume Outdoor Speakers","OK. Resumed Outdoor Speakers.","{'tool_name': 'HassMediaUnpause', 'tool_args': {'domain': ['media_player'], 'name': 'Outdoor Speakers'}}","ABC"
"home7_dk_media_player-resume_playing_the_music","gemini-1.5-flash","Good","media-player","reports/assist/2025.4.0b/gemini","Resume playing the music","OK. Resumed playing music on Outdoor Speakers.","{'tool_name': 'HassMediaUnpause', 'tool_args': {'domain': ['media_player'], 'name': 'Outdoor Speakers'}}","ABC"
"home7_dk_media_player-set_outdoor_speakers_volume_to_50","gemini-1.5-flash","Good","media-player","reports/assist/2025.4.0b/gemini","Set outdoor speakers volume to 50%","Ok.  Outdoor speakers volume set to 50%.","{'tool_name': 'HassSetVolume', 'tool_args': {'name': 'Outdoor Speakers', 'area': 'Rooftop Terrace', 'device_class': ['speaker'], 'domain': ['media_player'], 'volume_level': 50}}","ABC"
"home7_dk_media_player-skip_song_on_outdoor_speakers","gemini-1.5-flash","Good","media-player","reports/assist/2025.4.0b/gemini","Skip song on outdoor speakers","I had a problem talking to Google Generative AI: 502 Bad Gateway. {'message': '<!DOCTYPE html>\n<html lang=en>\n  <meta charset=utf-8>\n  <meta name=viewport content='initial-scale=1, minimum-scale=1, width=device-width'>\n  <title>Error 502 (Server Error)!!1</title>\n  <style>\n    *{margin:0;padding:0}html,code{font:15px/22px arial,sans-serif}html{background:#fff;color:#222;padding:15px}body{margin:7% auto 0;max-width:390px;min-height:180px;padding:30px 0 15px}* > body{background:url(//www.google.com/images/errors/robot.png) 100% 5px no-repeat;padding-right:205px}p{margin:11px 0 22px;overflow:hidden}ins{color:#777;text-decoration:none}a img{border:0}@media screen and (max-width:772px){body{background:none;margin-top:0;max-width:none;padding-right:0}}#logo{background:url(//www.google.com/images/branding/googlelogo/1x/googlelogo_color_150x54dp.png) no-repeat;margin-left:-5px}@media only screen and (min-resolution:192dpi){#logo{background:url(//www.google.com/images/branding/googlelogo/2x/googlelogo_color_150x54dp.png) no-repeat 0% 0%/100% 100%;-moz-border-image:url(//www.google.com/images/branding/googlelogo/2x/googlelogo_color_150x54dp.png) 0}}@media only screen and (-webkit-min-device-pixel-ratio:2){#logo{background:url(//www.google.com/images/branding/googlelogo/2x/googlelogo_color_150x54dp.png) no-repeat;-webkit-background-size:100% 100%}}#logo{display:inline-block;height:54px;width:150px}\n  </style>\n  <a href=//www.google.com/><span id=logo aria-label=Google></span></a>\n  <p><b>502.</b> <ins>That’s an error.</ins>\n  <p>The server encountered a temporary error and could not complete your request.<p>Please try again in 30 seconds.  <ins>That’s all we know.</ins>\n', 'status': 'Bad Gateway'}","{'tool_name': 'HassMediaNext', 'tool_args': {'domain': ['media_player'], 'name': 'Outdoor Speakers'}}","ABC"
"home7_dk_media_player-skip_to_the_next_track","gemini-1.5-flash","Good","media-player","reports/assist/2025.4.0b/gemini","Skip to the next track","OK. Skipping to the next track.","{'tool_name': 'HassMediaNext', 'tool_args': {'domain': ['media_player'], 'device_class': ['speaker'], 'name': 'Outdoor Speakers'}}","ABC"
"home7_dk_media_player-skip_to_the_next_track_on_the_outdoor_speakers","gemini-1.5-flash","Good","media-player","reports/assist/2025.4.0b/gemini","Skip to the next track on the outdoor speakers","OK. Skipping to the next track.","{'tool_name': 'HassMediaNext', 'tool_args': {'domain': ['media_player'], 'name': 'Outdoor Speakers'}}","ABC"
"home7_dk_media_player-stop_the_music","gemini-1.5-flash","Good","media-player","reports/assist/2025.4.0b/gemini","Stop the music","OK. Stopped the music.","{'tool_name': 'HassMediaPause', 'tool_args': {'name': 'Outdoor Speakers', 'domain': ['media_player']}}","ABC"
"home7_dk_media_player-stop_the_outdoor_speakers","gemini-1.5-flash","Good","media-player","reports/assist/2025.4.0b/gemini","Stop the Outdoor Speakers","OK. Stopped Outdoor Speakers.","{'tool_name': 'HassMediaPause', 'tool_args': {'name': 'Outdoor Speakers', 'domain': ['media_player']}}","ABC"
"home7_dk_media_player-turn_the_volume_down_to_50","gemini-1.5-flash","Good","media-player","reports/assist/2025.4.0b/gemini","Turn the volume down to 50%","OK. Volume set to 50%.","{'tool_name': 'HassSetVolume', 'tool_args': {'name': 'Outdoor Speakers', 'volume_level': 50, 'device_class': ['speaker']}}","ABC"
"home7_dk_media_player-unpause_the_outdoor_speakers","gemini-1.5-flash","Good","media-player","reports/assist/2025.4.0b/gemini","Unpause the Outdoor Speakers","OK. Unpaused Outdoor Speakers.","{'tool_name': 'HassMediaUnpause', 'tool_args': {'domain': ['media_player'], 'name': 'Outdoor Speakers'}}","ABC"
"home7_dk_media_player-unpause_the_rooftop_terrace_music","gemini-1.5-flash","Good","media-player","reports/assist/2025.4.0b/gemini","Unpause the Rooftop Terrace music","OK. I've unpaused the music on the Rooftop Terrace.","{'tool_name': 'HassMediaUnpause', 'tool_args': {'domain': ['media_player'], 'area': 'Rooftop Terrace'}}","ABC"
"dom1_pl_lights-kitchen_light_off","gemini-2.0-flash","Good","light","reports/assist/2025.4.0b/gemini","Kitchen light off","OK. I've turned off the kitchen light.","{'tool_name': 'HassTurnOff', 'tool_args': {'domain': ['light'], 'name': 'Kitchen Light'}}","ABC"
"dom1_pl_lights-please_turn_on_the_kitchen_light","gemini-2.0-flash","Good","light","reports/assist/2025.4.0b/gemini","Please turn on the kitchen light","OK, I've turned on the kitchen light.","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Kitchen Light', 'domain': ['light']}}","ABC"
"dom1_pl_todo-add_apples_to_my_trader_joe_s_list","gemini-2.0-flash","Good","todo","reports/assist/2025.4.0b/gemini","add apples to my trader joe's list","OK. I've added apples to your Trader Joe's list.","{'tool_name': 'HassListAddItem', 'tool_args': {'item': 'apples', 'name': 'Trader Joe's'}}","ABC"
"dom1_pl_todo-add_clean_the_kitchen_to_my_todo_list","gemini-2.0-flash","Bad","todo","reports/assist/2025.4.0b/gemini","Add clean the kitchen to my todo list","Which todo list do you want to add 'clean the kitchen' to?","","AssertionError: assert not {'todo.personal_tasks': {'expected': {'state': '1'}, 'got': {'state': '0'}}}"
"dom1_pl_todo-add_history_homework_to_my_personal_tasks","gemini-2.0-flash","Good","todo","reports/assist/2025.4.0b/gemini","Add history homework to my personal tasks","OK, I've added history homework to your personal tasks.","{'tool_name': 'HassListAddItem', 'tool_args': {'name': 'Personal Tasks', 'item': 'history homework'}}","ABC"
"dom1_pl_todo-add_history_homework_to_my_tasks","gemini-2.0-flash","Bad","todo","reports/assist/2025.4.0b/gemini","Add history homework to my tasks","Which to-do list do you want to add 'history homework' to? I have 'Personal Tasks' and 'Trader Joe\'s'.","","AssertionError: assert not {'todo.personal_tasks': {'expected': {'state': '1'}, 'got': {'state': '0'}}}"
"dom1_pl_todo-put_apples_on_the_list","gemini-2.0-flash","Bad","todo","reports/assist/2025.4.0b/gemini","put apples on the list","Which list do you want to add apples to? I have 'Personal Tasks' and 'Trader Joe's'.","","AssertionError: assert not {'todo.trader_joe_s': {'expected': {'state': '1'}, 'got': {'state': '0'}}}"
"dom1_pl_todo-put_apples_on_the_shopping_list","gemini-2.0-flash","Good","todo","reports/assist/2025.4.0b/gemini","put apples on the shopping list","OK. I've added apples to the Trader Joe's shopping list.","{'tool_name': 'HassListAddItem', 'tool_args': {'name': 'Trader Joe's', 'item': 'apples'}}","ABC"
"dom1_pl_todo-put_apples_on_the_trader_joes_list","gemini-2.0-flash","Good","todo","reports/assist/2025.4.0b/gemini","put apples on the trader joes list","OK. I've added apples to the Trader Joe's list.","{'tool_name': 'HassListAddItem', 'tool_args': {'name': 'Trader Joe's', 'item': 'apples'}}","ABC"
"dom1_pl_todo-put_clean_the_kitchen_on_personal_tasks_list","gemini-2.0-flash","Good","todo","reports/assist/2025.4.0b/gemini","Put clean the kitchen on personal tasks list","OK, I've added clean the kitchen to the Personal Tasks list.","{'tool_name': 'HassListAddItem', 'tool_args': {'name': 'Personal Tasks', 'item': 'clean the kitchen'}}","ABC"
"dom1_pl_todo-put_history_homework_on_my_task_list","gemini-2.0-flash","Bad","todo","reports/assist/2025.4.0b/gemini","Put history homework on my task list","Which task list do you want me to add history homework to? The options are Personal Tasks and Trader Joe's.","","AssertionError: assert not {'todo.personal_tasks': {'expected': {'state': '1'}, 'got': {'state': '0'}}}"
"dom1_pl_todo-put_history_homework_on_personal_tasks_list","gemini-2.0-flash","Good","todo","reports/assist/2025.4.0b/gemini","Put history homework on personal tasks list","OK, I've added history homework to your personal tasks list.","{'tool_name': 'HassListAddItem', 'tool_args': {'name': 'Personal Tasks', 'item': 'history homework'}}","ABC"
"home1_us_cover_garage-close_the_garage_door","gemini-2.0-flash","Good","cover","reports/assist/2025.4.0b/gemini","Close the garage door","OK. I've closed the Garage Door Opener.","{'tool_name': 'HassTurnOff', 'tool_args': {'name': 'Garage Door Opener', 'domain': ['cover']}}","ABC"
"home1_us_cover_garage-open_the_garage_door","gemini-2.0-flash","Good","cover","reports/assist/2025.4.0b/gemini","Open the garage door","OK. I've opened the garage door.","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Garage Door Opener', 'domain': ['cover']}}","ABC"
"home1_us_cover_garage-please_open_the_garage_door","gemini-2.0-flash","Good","cover","reports/assist/2025.4.0b/gemini","Please open the garage door","OK. I've opened the garage door.","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Garage Door Opener', 'domain': ['cover']}}","ABC"
"home1_us_smart_lock-lock_all_the_locks","gemini-2.0-flash","Good","lock","reports/assist/2025.4.0b/gemini","Lock all the locks","OK, I've locked all the locks.","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': ['lock']}}","ABC"
"home1_us_smart_lock-lock_smart_lock","gemini-2.0-flash","Good","lock","reports/assist/2025.4.0b/gemini","Lock smart lock","OK. I've locked the Smart Lock.","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Smart Lock', 'domain': ['lock']}}","ABC"
"home1_us_smart_lock-lock_the_entry_lock","gemini-2.0-flash","Good","lock","reports/assist/2025.4.0b/gemini","Lock the entry lock","OK. I've locked the Smart Lock.","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Smart Lock', 'domain': ['lock']}}","ABC"
"home1_us_smart_lock-lock_the_front_door_lock","gemini-2.0-flash","Good","lock","reports/assist/2025.4.0b/gemini","Lock the front door lock","OK. I've locked the Smart Lock.","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Smart Lock', 'domain': ['lock']}}","ABC"
"home1_us_smart_lock-lock_the_smart_lock","gemini-2.0-flash","Good","lock","reports/assist/2025.4.0b/gemini","Lock the smart lock","OK. I've locked the Smart Lock.","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': ['lock'], 'name': 'Smart Lock'}}","ABC"
"home1_us_smart_lock-unlock_all_the_doors","gemini-2.0-flash","Good","lock","reports/assist/2025.4.0b/gemini","Unlock all the doors","OK. I've unlocked all the doors.","{'tool_name': 'HassTurnOff', 'tool_args': {'domain': ['lock']}}","ABC"
"home1_us_smart_lock-unlock_smart_lock","gemini-2.0-flash","Good","lock","reports/assist/2025.4.0b/gemini","Unlock smart lock","OK. I've unlocked the Smart Lock.","{'tool_name': 'HassTurnOff', 'tool_args': {'domain': ['lock'], 'name': 'Smart Lock'}}","ABC"
"home1_us_smart_lock-unlock_the_entry_lock","gemini-2.0-flash","Good","lock","reports/assist/2025.4.0b/gemini","Unlock the entry lock","OK. I've unlocked the Smart Lock.","{'tool_name': 'HassTurnOff', 'tool_args': {'area': 'Entry', 'domain': ['lock']}}","ABC"
"home1_us_smart_lock-unlock_the_smart_lock","gemini-2.0-flash","Good","lock","reports/assist/2025.4.0b/gemini","Unlock the smart lock","OK. I've unlocked the Smart Lock.","{'tool_name': 'HassTurnOff', 'tool_args': {'domain': ['lock'], 'name': 'Smart Lock'}}","ABC"
"home1_us_vacuum-clean_the_living_room","gemini-2.0-flash","Good","vacuum","reports/assist/2025.4.0b/gemini","Clean the living room","OK, I've started the Roborock Downstairs vacuum in the Living Room.","{'tool_name': 'HassVacuumStart', 'tool_args': {'area': 'Living Room', 'domain': ['vacuum']}}","ABC"
"home1_us_vacuum-return_roborock_downstairs_to_base","gemini-2.0-flash","Good","vacuum","reports/assist/2025.4.0b/gemini","Return Roborock Downstairs to base","OK. I've returned Roborock Downstairs to base.","{'tool_name': 'HassVacuumReturnToBase', 'tool_args': {'domain': ['vacuum'], 'name': 'Roborock Downstairs'}}","ABC"
"home1_us_vacuum-roborock_downstairs_return_to_base","gemini-2.0-flash","Good","vacuum","reports/assist/2025.4.0b/gemini","Roborock Downstairs return to base","OK. I've sent Roborock Downstairs back to base.","{'tool_name': 'HassVacuumReturnToBase', 'tool_args': {'domain': ['vacuum'], 'name': 'Roborock Downstairs'}}","ABC"
"home1_us_vacuum-roborock_return_to_base","gemini-2.0-flash","Good","vacuum","reports/assist/2025.4.0b/gemini","Roborock return to base","OK. I've sent Roborock Downstairs back to base.","{'tool_name': 'HassVacuumReturnToBase', 'tool_args': {'name': 'Roborock Downstairs', 'domain': ['vacuum']}}","ABC"
"home1_us_vacuum-start_roborock","gemini-2.0-flash","Good","vacuum","reports/assist/2025.4.0b/gemini","Start Roborock","OK. I've started Roborock Downstairs.","{'tool_name': 'HassVacuumStart', 'tool_args': {'name': 'Roborock Downstairs', 'domain': ['vacuum']}}","ABC"
"home1_us_vacuum-start_roborock_downstairs","gemini-2.0-flash","Good","vacuum","reports/assist/2025.4.0b/gemini","Start Roborock Downstairs","OK, starting Roborock Downstairs.","{'tool_name': 'HassVacuumStart', 'tool_args': {'name': 'Roborock Downstairs', 'domain': ['vacuum']}}","ABC"
"home1_us_vacuum-start_roborock_downstairs_vacuum","gemini-2.0-flash","Good","vacuum","reports/assist/2025.4.0b/gemini","Start Roborock Downstairs vacuum","OK. I've started Roborock Downstairs.","{'tool_name': 'HassVacuumStart', 'tool_args': {'domain': ['vacuum'], 'name': 'Roborock Downstairs'}}","ABC"
"home1_us_vacuum-start_the_vacuum","gemini-2.0-flash","Bad","vacuum","reports/assist/2025.4.0b/gemini","Start the vacuum","Which vacuum do you want to start?","","AssertionError: assert not {'vacuum.roborock_downstairs': {'expected': {'state': 'cleaning'}, 'got': {'state': 'off'}}}"
"home1_us_vacuum-start_vacuuming","gemini-2.0-flash","Bad","vacuum","reports/assist/2025.4.0b/gemini","Start vacuuming","Which vacuum would you like to start?","","AssertionError: assert not {'vacuum.roborock_downstairs': {'expected': {'state': 'cleaning'}, 'got': {'state': 'off'}}}"
"home1_us_vacuum-stop_roborock_downstairs","gemini-2.0-flash","Good","vacuum","reports/assist/2025.4.0b/gemini","Stop Roborock Downstairs","OK. I've sent Roborock Downstairs back to base.","{'tool_name': 'HassVacuumReturnToBase', 'tool_args': {'domain': ['vacuum'], 'name': 'Roborock Downstairs'}}","ABC"
"home1_us_vacuum-stop_the_downstairs_vacuum","gemini-2.0-flash","Good","vacuum","reports/assist/2025.4.0b/gemini","Stop the downstairs vacuum","OK. I've sent the Roborock Downstairs back to its base.","{'tool_name': 'HassVacuumReturnToBase', 'tool_args': {'domain': ['vacuum'], 'name': 'Roborock Downstairs'}}","ABC"
"home1_us_vacuum-stop_the_vacuum","gemini-2.0-flash","Bad","vacuum","reports/assist/2025.4.0b/gemini","Stop the vacuum","Which vacuum do you want to stop?","","AssertionError: assert not {'vacuum.roborock_downstairs': {'expected': {'state': 'returning'}, 'got': {'state': 'cleaning'}}}"
"home1_us_vacuum-stop_vacuuming","gemini-2.0-flash","Bad","vacuum","reports/assist/2025.4.0b/gemini","Stop vacuuming","Which vacuum would you like to return to base?","","AssertionError: assert not {'vacuum.roborock_downstairs': {'expected': {'state': 'returning'}, 'got': {'state': 'cleaning'}}}"
"home1_us_vacuum-vacuum_downstairs","gemini-2.0-flash","Good","vacuum","reports/assist/2025.4.0b/gemini","Vacuum downstairs","OK, I've started the Roborock Downstairs.","{'tool_name': 'HassVacuumStart', 'tool_args': {'area': 'Living Room', 'domain': ['vacuum']}}","ABC"
"home1_us_vacuum-vacuum_return_to_base","gemini-2.0-flash","Bad","vacuum","reports/assist/2025.4.0b/gemini","Vacuum return to base","Which vacuum do you want to return to base?","","AssertionError: assert not {'vacuum.roborock_downstairs': {'expected': {'state': 'returning'}, 'got': {'state': 'cleaning'}}}"
"home2_ru_water_valve-close_the_front_yard_valve","gemini-2.0-flash","Good","valve","reports/assist/2025.4.0b/gemini","close the front yard valve","OK, I've closed the Irrigation Valve in the Front yard.","{'tool_name': 'HassTurnOff', 'tool_args': {'domain': ['valve'], 'area': 'Front yard'}}","ABC"
"home2_ru_water_valve-close_the_irrigation_valve","gemini-2.0-flash","Good","valve","reports/assist/2025.4.0b/gemini","close the irrigation valve","OK. I've closed the irrigation valve.","{'tool_name': 'HassTurnOff', 'tool_args': {'domain': ['valve'], 'name': 'Irrigation Valve'}}","ABC"
"home2_ru_water_valve-open_the_front_yard_valve","gemini-2.0-flash","Good","valve","reports/assist/2025.4.0b/gemini","open the front yard valve","OK. I've opened the Irrigation Valve in the Front yard.","{'tool_name': 'HassTurnOn', 'tool_args': {'area': 'Front yard', 'domain': ['valve']}}","ABC"
"home2_ru_water_valve-open_the_irrigation_valve","gemini-2.0-flash","Good","valve","reports/assist/2025.4.0b/gemini","open the irrigation valve","OK. I've opened the irrigation Valve.","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Irrigation Valve', 'domain': ['valve']}}","ABC"
"home2_ru_water_valve-set_the_irrigation_valve_to_50","gemini-2.0-flash","Good","valve","reports/assist/2025.4.0b/gemini","set the irrigation valve to 50%","OK. I have set the Irrigation Valve to 50%.","{'tool_name': 'HassSetPosition', 'tool_args': {'domain': ['valve'], 'position': 50, 'name': 'Irrigation Valve'}}","ABC"
"home2_ru_water_valve-turn_off_the_water_in_the_front_yard","gemini-2.0-flash","Good","valve","reports/assist/2025.4.0b/gemini","turn off the water in the front yard","OK, I've turned off the water in the Front yard.","{'tool_name': 'HassTurnOff', 'tool_args': {'area': 'Front yard', 'domain': ['valve']}}","ABC"
